"horse_no","horse_name","horse_gender","sire_name","dam_name","foal_year","race_year","age","gait","ytd_Starts","ytd_wins","ytd_places","ytd_shows","annual_earnings","rec_type","rec_time","rec_size","rec_track","ytd_htype"
"2EA025","TORNADO TIM","G","REVENUE S","CYCLONE ANNIE",2007,2015,8,"T",32,5,2,4,21158,NA,1580,"H","GRvr","DOM"
"2EA025","TORNADO TIM","G","REVENUE S","CYCLONE ANNIE",2007,2016,9,"T",34,6,6,3,105669,NA,1541,"F","PcD","DOM"
"2EA025","TORNADO TIM","G","REVENUE S","CYCLONE ANNIE",2007,2017,10,"T",17,1,2,2,12175,NA,1561,"H","Fhld","DOM"
"2EA025","TORNADO TIM","G","REVENUE S","CYCLONE ANNIE",2007,2018,11,"T",24,3,3,5,18022,NA,1560,"H","Stga","DOM"
"2EA025","TORNADO TIM","G","REVENUE S","CYCLONE ANNIE",2007,2019,12,"T",4,0,1,0,1125,"Q",2014,"F","RidC","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2009,2,"P",20,2,3,5,17891,NA,2044,"H","Meadv","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2010,3,"P",15,1,1,4,7365,NA,2030,"H","Clear","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2011,4,"P",13,2,0,2,11728,NA,1551,"F","Mea","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2012,5,"P",32,3,7,6,36825,NA,1531,"F","Mea","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2013,6,"P",18,4,1,0,3626,NA,2020,"H","Fred","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2014,7,"P",23,3,0,3,6791,NA,1562,"H","Bang","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2015,8,"P",10,1,1,0,2460,NA,2020,"H","Union","DOM"
"9E5500","YOGI HANOVER","G","THE PANDEROSA","YANKEE BLAKE",2007,2016,9,"P",13,0,1,0,1272,NA,0,NA,NA,"DOM"
"4E2169","CREW CHIEF HANOVER","G","ALLAMERICAN NATIVE","CINERGY HANOVER",2007,2009,2,"P",3,0,0,1,1640,NA,0,NA,NA,"DOM"
"4E2169","CREW CHIEF HANOVER","G","ALLAMERICAN NATIVE","CINERGY HANOVER",2007,2010,3,"P",25,2,2,2,16254,NA,1562,"F","Mea","DOM"
"4E2169","CREW CHIEF HANOVER","G","ALLAMERICAN NATIVE","CINERGY HANOVER",2007,2011,4,"P",27,4,0,2,9006,NA,1584,"H","Btva","DOM"
"4E2169","CREW CHIEF HANOVER","G","ALLAMERICAN NATIVE","CINERGY HANOVER",2007,2012,5,"P",24,0,2,3,4993,NA,0,NA,NA,"DOM"
"4E2169","CREW CHIEF HANOVER","G","ALLAMERICAN NATIVE","CINERGY HANOVER",2007,2013,6,"P",19,0,0,1,1501,NA,0,NA,NA,"DOM"
"2E3849","NERON HANOVER","H","YANKEE GLIDE","NO CONVERSATION",2007,2009,2,"T",1,0,0,1,1070,NA,0,NA,NA,"DOM"
"2E9143","ELIJAH HANOVER","G","WESTERN HANOVER","EARLY START",2007,2009,2,"P",8,0,2,3,10280,NA,0,NA,NA,"DOM"
"2E9143","ELIJAH HANOVER","G","WESTERN HANOVER","EARLY START",2007,2010,3,"P",16,4,2,2,30200,NA,1553,"F","Chst","DOM"
"2E9143","ELIJAH HANOVER","G","WESTERN HANOVER","EARLY START",2007,2011,4,"P",27,2,7,2,34205,NA,1552,"F","DD","DOM"
"2E9143","ELIJAH HANOVER","G","WESTERN HANOVER","EARLY START",2007,2012,5,"P",21,2,4,3,23835,NA,1541,"F","DD","DOM"
"2E9143","ELIJAH HANOVER","G","WESTERN HANOVER","EARLY START",2007,2013,6,"P",33,5,5,6,29807,NA,1522,"F","DD","DOM"
"2E9143","ELIJAH HANOVER","G","WESTERN HANOVER","EARLY START",2007,2014,7,"P",9,1,0,2,4978,NA,1532,"F","DD","DOM"
"2E9143","ELIJAH HANOVER","G","WESTERN HANOVER","EARLY START",2007,2015,8,"P",9,0,1,1,2600,NA,0,NA,NA,"DOM"
"0E3272","MISSNIOBEKNIOBE","M","WESTERN IDEAL","NORTHERN CAMEO",2007,2009,2,"P",6,1,0,0,2435,NA,2022,"H","Stga","DOM"
"0E3272","MISSNIOBEKNIOBE","M","WESTERN IDEAL","NORTHERN CAMEO",2007,2010,3,"P",5,0,0,0,0,NA,0,NA,NA,"DOM"
"4E1963","IWANNARACE HANOVER","G","DRAGON AGAIN","INSPIRE HANOVER",2007,2009,2,"P",6,1,0,2,12560,NA,1592,"F","Chst","DOM"
"4E1963","IWANNARACE HANOVER","G","DRAGON AGAIN","INSPIRE HANOVER",2007,2010,3,"P",26,4,5,3,52918,NA,1524,"F","Chst","DOM"
"4E1963","IWANNARACE HANOVER","G","DRAGON AGAIN","INSPIRE HANOVER",2007,2011,4,"P",14,0,0,2,8475,NA,0,NA,NA,"DOM"
"4E1963","IWANNARACE HANOVER","G","DRAGON AGAIN","INSPIRE HANOVER",2007,2012,5,"P",29,6,2,3,103051,NA,1522,"H","YR","DOM"
"4E1963","IWANNARACE HANOVER","G","DRAGON AGAIN","INSPIRE HANOVER",2007,2013,6,"P",37,2,2,6,42672,NA,1520,"F","PcD","DOM"
"4E1963","IWANNARACE HANOVER","G","DRAGON AGAIN","INSPIRE HANOVER",2007,2014,7,"P",14,0,1,0,3795,"Q",1552,"F","PcD","DOM"
"1E3437","TRANQUIL HANOVER","M","THE PANDEROSA","TREATHERLIKALADY",2007,2009,2,"P",3,0,1,1,4450,"Q",2002,"F","Mea","DOM"
"1E3437","TRANQUIL HANOVER","M","THE PANDEROSA","TREATHERLIKALADY",2007,2010,3,"P",23,0,3,1,12044,"Q",1572,"F","Mea","DOM"
"1E3437","TRANQUIL HANOVER","M","THE PANDEROSA","TREATHERLIKALADY",2007,2011,4,"P",25,4,1,3,17580,NA,1572,"F","Mea","DOM"
"1E3437","TRANQUIL HANOVER","M","THE PANDEROSA","TREATHERLIKALADY",2007,2012,5,"P",20,3,0,0,5949,NA,1582,"H","OD","DOM"
"1E3437","TRANQUIL HANOVER","M","THE PANDEROSA","TREATHERLIKALADY",2007,2013,6,"P",3,0,0,1,631,NA,0,NA,NA,"DOM"
"0E4379","MADIMPULSE HANOVER","M","SJ'S CAVIAR","MISS MALIN HANOVER",2007,2009,2,"T",2,0,0,0,0,NA,0,NA,NA,"DOM"
"0E4379","MADIMPULSE HANOVER","M","SJ'S CAVIAR","MISS MALIN HANOVER",2007,2010,3,"T",26,3,3,5,33666,NA,1580,"F","Chst","DOM"
"0E4379","MADIMPULSE HANOVER","M","SJ'S CAVIAR","MISS MALIN HANOVER",2007,2011,4,"T",35,5,5,6,51779,NA,1564,"F","Chst","DOM"
"0E4379","MADIMPULSE HANOVER","M","SJ'S CAVIAR","MISS MALIN HANOVER",2007,2012,5,"T",29,1,5,1,23376,NA,1552,"F","Mea","DOM"
"0E4379","MADIMPULSE HANOVER","M","SJ'S CAVIAR","MISS MALIN HANOVER",2007,2013,6,"T",27,5,4,4,18557,NA,1572,"F","Mea","DOM"
"0E4379","MADIMPULSE HANOVER","M","SJ'S CAVIAR","MISS MALIN HANOVER",2007,2014,7,"T",22,3,1,6,9596,NA,2004,"H","BR","DOM"
"3ED175","CREDIT BALANCE","G","CREDIT WINNER","OUR BELLA ELLA",2007,2010,3,"T",22,6,2,2,25894,NA,2002,"F","RidC","DOM"
"3ED175","CREDIT BALANCE","G","CREDIT WINNER","OUR BELLA ELLA",2007,2011,4,"T",24,7,5,1,42625,NA,1581,"F","RidC","DOM"
"3ED175","CREDIT BALANCE","G","CREDIT WINNER","OUR BELLA ELLA",2007,2012,5,"T",31,7,6,3,59933,NA,1560,"F","PPk","DOM"
"3ED175","CREDIT BALANCE","G","CREDIT WINNER","OUR BELLA ELLA",2007,2013,6,"T",33,8,5,4,36204,NA,1561,"F","PPk","DOM"
"3ED175","CREDIT BALANCE","G","CREDIT WINNER","OUR BELLA ELLA",2007,2014,7,"T",27,2,2,3,10650,NA,1551,"F","PPk","DOM"
"3ED175","CREDIT BALANCE","G","CREDIT WINNER","OUR BELLA ELLA",2007,2015,8,"T",13,3,0,2,10776,NA,1562,"F","PPk","DOM"
"9E6870","ELLISARRO HANOVER","G","S J'S PHOTO","ESMERALDA HANOVER",2007,2009,2,"T",12,2,4,3,34182,NA,1573,"F","Mea","DOM"
"9E6870","ELLISARRO HANOVER","G","S J'S PHOTO","ESMERALDA HANOVER",2007,2010,3,"T",20,4,5,5,69311,NA,1562,"F","PcD","DOM"
"9E6870","ELLISARRO HANOVER","G","S J'S PHOTO","ESMERALDA HANOVER",2007,2011,4,"T",22,6,1,1,51760,NA,1541,"F","Mea","DOM"
"9E6870","ELLISARRO HANOVER","G","S J'S PHOTO","ESMERALDA HANOVER",2007,2012,5,"T",27,9,2,0,61760,NA,1543,"F","Mea","DOM"
"9E6870","ELLISARRO HANOVER","G","S J'S PHOTO","ESMERALDA HANOVER",2007,2013,6,"T",37,6,8,7,89877,NA,1540,"F","Mea","DOM"
"9E6870","ELLISARRO HANOVER","G","S J'S PHOTO","ESMERALDA HANOVER",2007,2014,7,"T",16,1,1,2,12040,"Q",1562,"F","PcD","DOM"
"2ED243","CHRISTIANA HANOVER","M","ANDOVER HALL","CR CALENDAR GIRL",2007,2009,2,"T",5,3,1,0,21631,NA,1570,"S","Wdb","DOM"
"2ED243","CHRISTIANA HANOVER","M","ANDOVER HALL","CR CALENDAR GIRL",2007,2010,3,"T",18,4,3,4,257635,NA,1534,"F","PcD","DOM"
"2ED243","CHRISTIANA HANOVER","M","ANDOVER HALL","CR CALENDAR GIRL",2007,2011,4,"T",0,0,0,0,0,"Q",2002,"F","KD","DOM"
"5E4097","NORTHWEST HANOVER","M","WESTERN HANOVER","NORTHERN SKY",2007,2009,2,"P",6,1,0,1,21031,NA,1534,"S","Moh","DOM"
"5E4097","NORTHWEST HANOVER","M","WESTERN HANOVER","NORTHERN SKY",2007,2010,3,"P",19,6,4,2,302916,NA,1504,"S","Moh","DOM"
"5E4097","NORTHWEST HANOVER","M","WESTERN HANOVER","NORTHERN SKY",2007,2011,4,"P",6,1,1,1,17468,NA,1542,"S","Moh","DOM"
"8E4695","ONAWISH HANOVER","M","THE PANDEROSA","OOH'S 'N AAH'S",2007,2009,2,"P",5,0,1,0,3530,"Q",1584,"F","Chst","DOM"
"8E4695","ONAWISH HANOVER","M","THE PANDEROSA","OOH'S 'N AAH'S",2007,2010,3,"P",24,3,8,4,43557,NA,1540,"F","Chst","DOM"
"8E4695","ONAWISH HANOVER","M","THE PANDEROSA","OOH'S 'N AAH'S",2007,2011,4,"P",24,3,1,6,23790,NA,1563,"F","DD","DOM"
"8E4695","ONAWISH HANOVER","M","THE PANDEROSA","OOH'S 'N AAH'S",2007,2012,5,"P",25,4,2,1,6588,NA,1563,"H","Nfld","DOM"
"4E2037","SPICY WINGS","M","ANDOVER HALL","ANGEL FIRE HANOVER",2007,2009,2,"T",13,2,7,1,201134,NA,1553,"M","Lex","DOM"
"4E2037","SPICY WINGS","M","ANDOVER HALL","ANGEL FIRE HANOVER",2007,2010,3,"T",17,5,2,5,369586,NA,1543,"F","PcD","DOM"
"0E3728","SARKIN HANOVER","G","CREDIT WINNER","SHARISE SEELSTER",2007,2010,3,"T",3,0,0,0,698,NA,0,NA,NA,"DOM"
"0E3728","SARKIN HANOVER","G","CREDIT WINNER","SHARISE SEELSTER",2007,2011,4,"T",13,3,1,2,4240,NA,2021,"H","Nfld","DOM"
"0E3728","SARKIN HANOVER","G","CREDIT WINNER","SHARISE SEELSTER",2007,2012,5,"T",9,1,1,0,1660,NA,2031,"H","Nfld","DOM"
"0E3728","SARKIN HANOVER","G","CREDIT WINNER","SHARISE SEELSTER",2007,2015,8,"T",13,3,1,3,11624,NA,1593,"H","Nfld","DOM"
"0E3728","SARKIN HANOVER","G","CREDIT WINNER","SHARISE SEELSTER",2007,2016,9,"T",9,1,0,2,2892,NA,2001,"H","Nfld","DOM"
"3E6733","LIMA DARLIN","M","JAILHOUSE JESSE","DUXELLES",2007,2009,2,"T",7,0,1,0,820,NA,0,NA,NA,"DOM"
"3E6733","LIMA DARLIN","M","JAILHOUSE JESSE","DUXELLES",2007,2010,3,"T",20,3,3,3,6776,NA,2013,"H","Nfld","DOM"
"3E6733","LIMA DARLIN","M","JAILHOUSE JESSE","DUXELLES",2007,2011,4,"T",19,0,1,2,4632,NA,0,NA,NA,"DOM"
"3E6733","LIMA DARLIN","M","JAILHOUSE JESSE","DUXELLES",2007,2012,5,"T",7,0,0,0,300,NA,0,NA,NA,"DOM"
"6E7502","REVE PRIDE","M","REVENUE S","PURE CONFECTION",2007,2009,2,"T",6,1,2,1,56490,NA,1583,"M","M","DOM"
"6E7502","REVE PRIDE","M","REVENUE S","PURE CONFECTION",2007,2010,3,"T",17,2,2,1,14125,NA,1591,"F","PPk","DOM"
"6E7502","REVE PRIDE","M","REVENUE S","PURE CONFECTION",2007,2011,4,"T",24,2,6,3,18570,NA,1582,"S","HoP","DOM"
"6E7502","REVE PRIDE","M","REVENUE S","PURE CONFECTION",2007,2012,5,"T",20,1,2,1,4922,"Q",2010,"F","PPk","DOM"
"6E7502","REVE PRIDE","M","REVENUE S","PURE CONFECTION",2007,2013,6,"T",8,1,0,2,2436,NA,1584,"F","PPk","DOM"
"3E1072","TACH HANOVER","G","THE PANDEROSA","TO THE MANOR BORN",2007,2010,3,"P",3,0,0,0,0,NA,0,NA,NA,"DOM"
"3E1072","TACH HANOVER","G","THE PANDEROSA","TO THE MANOR BORN",2007,2011,4,"P",4,1,0,0,950,NA,1583,"F","ScD","DOM"
"3E1072","TACH HANOVER","G","THE PANDEROSA","TO THE MANOR BORN",2007,2012,5,"P",13,1,5,0,8021,NA,1552,"F","ScD","DOM"
"3E1072","TACH HANOVER","G","THE PANDEROSA","TO THE MANOR BORN",2007,2013,6,"P",11,2,1,0,10800,NA,1540,"F","ScD","DOM"
"3E1072","TACH HANOVER","G","THE PANDEROSA","TO THE MANOR BORN",2007,2014,7,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"7E3483","SUPERBAD HANOVER","H","BADLANDS HANOVER","SUPERSONIC SPEED",2007,2009,2,"P",2,1,1,0,6750,NA,1574,"F","Chst","DOM"
"7E3483","SUPERBAD HANOVER","H","BADLANDS HANOVER","SUPERSONIC SPEED",2007,2010,3,"P",14,4,2,1,45992,NA,1522,"H","Har","DOM"
"7E3483","SUPERBAD HANOVER","H","BADLANDS HANOVER","SUPERSONIC SPEED",2007,2011,4,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"4E2243","ISABELLE HANOVER","M","CREDIT WINNER","IMPOSING HANOVER",2007,2009,2,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"4E2243","ISABELLE HANOVER","M","CREDIT WINNER","IMPOSING HANOVER",2007,2010,3,"T",1,0,0,0,0,NA,0,NA,NA,"DOM"
"4E2243","ISABELLE HANOVER","M","CREDIT WINNER","IMPOSING HANOVER",2007,2011,4,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"8E0214","MATTHEW HANOVER","G","ANDOVER HALL","MISSY WILL DO IT",2007,2009,2,"T",9,0,0,1,1250,"Q",2033,"M","M","DOM"
"8E0214","MATTHEW HANOVER","G","ANDOVER HALL","MISSY WILL DO IT",2007,2010,3,"T",16,2,2,2,19187,NA,1592,"F","Chst","DOM"
"8E0214","MATTHEW HANOVER","G","ANDOVER HALL","MISSY WILL DO IT",2007,2011,4,"T",10,1,0,0,3365,NA,1584,"F","PPk","DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2009,2,"P",21,2,7,8,19010,NA,2062,"H","Hone","DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2010,3,"P",27,6,4,7,32745,NA,1550,"F","Mea","DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2011,4,"P",28,6,4,2,53992,NA,1520,"F","Mea","DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2012,5,"P",28,0,1,1,8860,NA,0,NA,NA,"DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2013,6,"P",17,1,1,1,4690,"Q",1564,"H","Fhld","DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2014,7,"P",31,3,2,4,9618,NA,1573,"H","Fhld","DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2015,8,"P",39,6,4,7,21036,NA,1531,"F","PPk","DOM"
"6E1034","YUMA HANOVER","G","REAL ARTIST","YANKEE ASSET",2007,2016,9,"P",26,3,4,2,14580,NA,1532,"F","PPk","DOM"
"6E3642","AMADEUS HANOVER","G","MUSCLES YANKEE","ARMBRO AMADEUS",2007,2009,2,"T",2,0,0,0,400,NA,0,NA,NA,"DOM"
"6E3642","AMADEUS HANOVER","G","MUSCLES YANKEE","ARMBRO AMADEUS",2007,2010,3,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"9EC182","CESSNA HANOVER","M","ANDOVER HALL","CR SAVOIRE FAIRE",2007,2009,2,"T",1,0,0,0,2609,"Q",2001,"F","Chst","DOM"
"9EC182","CESSNA HANOVER","M","ANDOVER HALL","CR SAVOIRE FAIRE",2007,2010,3,"T",19,5,4,2,48902,NA,1563,"F","PcD","DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2009,2,"P",7,0,0,1,3444,NA,0,NA,NA,"DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2010,3,"P",13,1,0,2,16180,NA,1551,"S","Wdb","DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2011,4,"P",27,4,4,2,27218,NA,1570,"H","MR","DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2012,5,"P",43,4,1,3,11851,NA,1572,"H","MR","DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2013,6,"P",41,7,7,4,29142,NA,1541,"F","ScD","DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2014,7,"P",39,4,3,8,26717,NA,1543,"F","ScD","DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2015,8,"P",39,3,8,2,22305,NA,1564,"H","Nfld","DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2016,9,"P",28,0,2,1,3860,NA,0,NA,NA,"DOM"
"4E2268","BLIND SPOT HANOVER","M","DRAGON AGAIN","BET AGAIN HANOVER",2007,2017,10,"P",3,1,0,1,640,NA,2082,"H","Lanc","DOM"
"7E8797","BURTON HANOVER","G","THE PANDEROSA","UNCOUPLED",2007,2009,2,"P",17,0,2,5,7898,NA,0,NA,NA,"DOM"
"7E8797","BURTON HANOVER","G","THE PANDEROSA","UNCOUPLED",2007,2010,3,"P",27,4,7,1,12529,NA,1572,"F","Mea","DOM"
"7E8797","BURTON HANOVER","G","THE PANDEROSA","UNCOUPLED",2007,2011,4,"P",29,3,5,4,24378,NA,1543,"F","Mea","DOM"
"7E8797","BURTON HANOVER","G","THE PANDEROSA","UNCOUPLED",2007,2012,5,"P",17,0,2,1,6237,NA,0,NA,NA,"DOM"
"7E8797","BURTON HANOVER","G","THE PANDEROSA","UNCOUPLED",2007,2013,6,"P",18,3,1,1,5014,NA,1554,"H","Nfld","DOM"
"5EB687","DEWEY COX","G","CANTAB HALL","KEN COL MAGGIE",2007,2009,2,"T",3,0,0,0,2480,NA,0,NA,NA,"DOM"
"5EB687","DEWEY COX","G","CANTAB HALL","KEN COL MAGGIE",2007,2010,3,"T",18,2,1,0,10807,NA,1594,"F","PcD","DOM"
"5EB687","DEWEY COX","G","CANTAB HALL","KEN COL MAGGIE",2007,2011,4,"T",10,0,1,3,8884,"Q",2051,"F","GeoD","DOM"
"5EB687","DEWEY COX","G","CANTAB HALL","KEN COL MAGGIE",2007,2012,5,"T",1,0,0,0,0,NA,0,NA,NA,"DOM"
"5E1275","MR SALVATORE FRA","H","WESTERN IDEAL","YANKEE SCRAMBLE",2007,2009,2,"P",10,1,3,1,69814,NA,1552,"M","M","DOM"
"5E1275","MR SALVATORE FRA","H","WESTERN IDEAL","YANKEE SCRAMBLE",2007,2010,3,"P",16,5,3,4,56127,NA,1491,"F","Chst","DOM"
"2EB510","MCMURRAY HANOVER","G","BADLANDS HANOVER","MUD HEN",2007,2009,2,"P",14,6,0,2,57044,NA,1543,"F","DD","DOM"
"2EB510","MCMURRAY HANOVER","G","BADLANDS HANOVER","MUD HEN",2007,2010,3,"P",24,4,3,4,71059,NA,1532,"H","Har","DOM"
"2EB510","MCMURRAY HANOVER","G","BADLANDS HANOVER","MUD HEN",2007,2011,4,"P",20,4,5,3,55490,NA,1513,"F","DD","DOM"
"2EB510","MCMURRAY HANOVER","G","BADLANDS HANOVER","MUD HEN",2007,2012,5,"P",34,6,7,2,49529,NA,1534,"F","DD","DOM"
"2EB510","MCMURRAY HANOVER","G","BADLANDS HANOVER","MUD HEN",2007,2013,6,"P",21,4,4,5,36666,NA,1521,"H","Har","DOM"
"2EB510","MCMURRAY HANOVER","G","BADLANDS HANOVER","MUD HEN",2007,2014,7,"P",29,3,7,6,31713,NA,1520,"F","DD","DOM"
"2EB510","MCMURRAY HANOVER","G","BADLANDS HANOVER","MUD HEN",2007,2015,8,"P",5,0,1,0,2600,NA,0,NA,NA,"DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2009,2,"P",4,0,1,0,5520,"Q",2120,"H","FlmD","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2010,3,"P",26,4,5,2,34459,NA,1582,"H","Wodsk","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2011,4,"P",36,4,5,2,58162,NA,1531,"S","Wdb","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2012,5,"P",47,5,5,5,88358,NA,1520,"S","Wdb","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2013,6,"P",24,1,1,3,14028,NA,1534,"F","PcD","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2014,7,"P",37,4,6,11,21504,NA,1534,"F","TgDn","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2015,8,"P",36,9,7,3,27513,NA,1540,"F","PRc","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2016,9,"P",30,2,7,8,13383,NA,1560,"F","PRc","DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2017,10,"P",23,0,2,1,3374,NA,0,NA,NA,"DOM"
"5EP736","WHIRLWIND","M","ROYAL MATTJESTY","WESTERN WHIRL",2007,2018,11,"P",10,0,3,0,4070,NA,0,NA,NA,"DOM"
"3E2062","ASABI HANOVER","G","CANTAB HALL","ASPEN HANOVER",2007,2009,2,"T",5,0,0,1,12148,"Q",2011,"M","M","DOM"
"3E2062","ASABI HANOVER","G","CANTAB HALL","ASPEN HANOVER",2007,2010,3,"T",8,3,1,2,9391,NA,1571,"S","VD","DOM"
"3E2062","ASABI HANOVER","G","CANTAB HALL","ASPEN HANOVER",2007,2011,4,"T",23,1,1,3,6934,NA,2030,"H","Stga","DOM"
"3E2062","ASABI HANOVER","G","CANTAB HALL","ASPEN HANOVER",2007,2012,5,"T",21,1,2,1,5851,NA,1570,"S","VD","DOM"
"6E0283","GRISS HANOVER","G","S J'S PHOTO","GAILLARDE",2007,2010,3,"T",6,1,0,1,4340,"Q",1582,"F","PcD","DOM"
"6E0283","GRISS HANOVER","G","S J'S PHOTO","GAILLARDE",2007,2011,4,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"1E9715","MENARD HANOVER","G","MUSCLES YANKEE","MAMA B",2007,2009,2,"T",9,3,1,1,40658,NA,2031,"H","Fhld","DOM"
"1E9715","MENARD HANOVER","G","MUSCLES YANKEE","MAMA B",2007,2010,3,"T",19,2,0,3,10448,NA,2004,"H","FlmD","DOM"
"1E9715","MENARD HANOVER","G","MUSCLES YANKEE","MAMA B",2007,2011,4,"T",39,7,2,9,47916,NA,2000,"H","FlmD","DOM"
"1E9715","MENARD HANOVER","G","MUSCLES YANKEE","MAMA B",2007,2012,5,"T",13,0,2,1,7993,NA,0,NA,NA,"DOM"
"1E9715","MENARD HANOVER","G","MUSCLES YANKEE","MAMA B",2007,2013,6,"T",32,5,3,7,15677,NA,1594,"H","MR","DOM"
"1E9715","MENARD HANOVER","G","MUSCLES YANKEE","MAMA B",2007,2014,7,"T",38,9,7,5,31576,NA,1592,"H","MR","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2009,2,"P",19,1,7,2,14855,NA,2014,"H","York","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2010,3,"P",27,2,2,7,27970,NA,1534,"F","Chst","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2011,4,"P",26,2,3,8,41990,NA,1534,"F","Chst","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2012,5,"P",28,3,3,5,20060,NA,1523,"F","Chst","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2013,6,"P",30,1,5,3,24271,NA,1551,"F","Phl","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2014,7,"P",33,2,5,4,15710,NA,1540,"F","RcR","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2015,8,"P",27,4,4,1,11746,NA,1550,"H","OD","DOM"
"4EA765","BODINE HANOVER","G","NO PAN INTENDED","BRAVA HANOVER",2007,2016,9,"P",16,0,3,1,4022,NA,0,NA,NA,"DOM"
"3EC532","BLANEY HANOVER","G","VILLAGE JOLT","BUNCH HANOVER",2007,2010,3,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"3EC532","BLANEY HANOVER","G","VILLAGE JOLT","BUNCH HANOVER",2007,2011,4,"P",22,3,5,2,8005,NA,2020,"H","Skow","DOM"
"3EC532","BLANEY HANOVER","G","VILLAGE JOLT","BUNCH HANOVER",2007,2012,5,"P",8,0,0,0,96,NA,0,NA,NA,"DOM"
"3E2419","HARVICK HANOVER","G","SJ'S CAVIAR","HIGHSPEED RAIL",2007,2009,2,"T",8,0,0,2,3097,NA,0,NA,NA,"DOM"
"3E2419","HARVICK HANOVER","G","SJ'S CAVIAR","HIGHSPEED RAIL",2007,2010,3,"T",5,0,0,1,311,NA,0,NA,NA,"DOM"
"1EB595","ALWAYS ON HANOVER","M","NO PAN INTENDED","ALWAYS A PRINCESS",2007,2009,2,"P",7,0,1,1,1704,NA,0,NA,NA,"DOM"
